"","DimensionName","weekEnding","Country","Google_UAC_Total_S","Twitter_S","Cabify_Downloads_rate","ASA_C","DRV_FB_Brand_I_Scale2","Mobility_grocery_and_pharmacy_percent_change_from_baseline","Mobility_residential_percent_change_from_baseline","DRV_FB_Brand_S","Google_UAC_Cross_Network_C","YT_Brand_I","FB_Brand_I","Google_UAC_YT_I_Scaled","InDriver_Downloads","Mobility_transit_stations_percent_change_from_baseline","National_TV_S","Jampp_S","economic_unemp","DRV_YT_Brand_C2","kpi_sup","Google_Discovery_C","FB_Brand_I_Scaled","Bolt_Active_Users","Mobility_parks_percent_change_from_baseline","DRV_OOH_S2","FB_Brand_C","YT_Brand_S","Pay_TV_S","Google_UAC_Display_C","Uber_Active_Users","Uber_Downloads_rate","Google_UAC_Cross_Network_I","DRV_TV_S","DRV_Online_Brand_I_Scale","DRV_YT_Brand_I_Scale2","Jampp_I","Google_UAC_YT_S","Bolt_Downloads","Online_Brand_S","Online_Brand_TTL_C","OOH_S","Facebook_C","DRV_YT_Brand_I","Winclap_C","DRV_FB_Brand_C2","Google_UAC_YT_I","ASA_I","Yahoo_S","Google_Discovery_I","DRV_YT_Brand_S2","Off_Brand_Minus_TV_S","Google_SEM_S","TikTok_S","Winclap_I","Facebook_S","Bolt_Downloads_rate","Local_TV_S","Yahoo_C","Google_Discovery_S","Radio_S","DRV_OOH_S","economic_cli","Google_UAC_Display_I","Twitter_C","DRV_FB_Brand_I_Scale","Uber_Downloads","Google_UAC_Cross_Network_S","Google_SEM_I","DRV_FB_Brand_I","inDriver_Downloads_rate","DRV_Drv_Online_Brand_I_Scale2","Google_UAC_Search_C","Cabify_Active_Users","DRV_TV_S2","Google_UAC_Search_I","Bolt_AU_rate","DRV_YT_Brand_I2","Prophet_holidays","DRV_FB_Brand_S2","Google_UAC_Search_S","Paid_Others_S_2","inDriver_AU_rate","Google_SEM_C","Google_UAC_YT_C","Prophet_yearly","Jampp_C","DRV_FB_Brand_I2","Google_UAC_Display_S","ASA_S","DRV_Online_Brand_S","Weather_prcp","DRV_Drv_Online_Brand_S2","Weather_avg_temperature","Brand_Total_S","economic_gdp","Mobility_retail_and_recreation_percent_change_from_baseline","FB_Brand_S","DRV_Burns","Digital_pubishers_S","Uber_AU_rate","didi_Active_Users","Cabify_Downloads","InDriver_Active_Users","Paid_Others_S","Yahoo_I","DRV_YT_Brand_I_Scale","Prophet_trend","DRV_YT_Brand_S","didi_Downloads","Print_S","TV_Total_S","Google_UAC_Display_I_Scaled","Winclap_S","YT_Brand_I_Scaled","Cabify_AU_rate","YT_Brand_C","Facebook_I_Scaled","DRV_YT_Brand_C","Facebook_I","TikTok_I","Online_Brand_TTL_I_Scaled","Mobility_workplaces_percent_change_from_baseline","kpi_dft","Off_Brand_Total_S","Twitter_I","Google_UAC_Search_I_Scaled","TikTok_C","DRV_FB_Brand_C","Week","PAX_facebook","PAX_google","DRV_google","DRV_facebook","referral"
"1","","2023-02-20 00:00:00 UTC","",56466.2906486481,-466.112644800745,1.30550813676761,22897.5771247109,39157.8636431832,13.1756704893016,4.39003611170819,36611.4782165584,3849.79512746218,60987532.6639463,25015436.3556975,7431.62358081788,32391.3165743683,-55.4968463284674,191775.665722849,4009.04173914663,93.0010019447694,11423.3791389398,11907.7831967457,626.172417778383,-14185.910061255,149938.640787449,-19.8351004763721,38047.2732947156,287052.880385308,95650.5159702398,-16479.3539905629,214637.292536207,14747596.2118659,0.440689971380923,-74934.3628264343,151520.347533308,-9884.17881649108,7325.40887859128,13968423.2305517,15955.5185948915,7284.08500506413,58105.0579795846,33129.2333592259,75538.9248273643,43668.5106522041,3451514.82988522,30115.9898614285,338545.224776884,12885671.5846669,33467.9710076513,4750.33316394758,387926.332766807,23542.3998193007,58948.675358797,15918.4104429458,-544.545460358487,-8381839.83833798,21164.1804650805,7.62610238226292,1572.58834871976,6444.33649811062,1081.91128862084,19283.3752463045,-20935.322349804,105.552495802597,4761797.60445914,5839.16057053104,243.960446852197,101991.967984939,-1022.55408939195,2489861.73789526,13495257.8276436,0.465587981514114,17487.5166370619,29575.103730804,149259.091834896,61122.0893827393,462393.158412387,24.3622349877965,28965066.8415453,-1521.85804707692,102411.105014204,36386.4896658664,-3011.86225036932,0.368666036604144,27504.7024928606,28827.0817382814,69840.2788103311,163007.619276421,19952186.2403495,17177.2759216827,4916.39343235087,-2144.44194191029,-1.26102343250892,49647.5223767099,73.1926866222422,233353.422990091,96.7616023383405,-9.2638241070391,28883.1076969342,206121.738229011,59219.7135087163,0.146470383826486,1596756.43381988,9218.34142156283,1769641.15899636,5277.53499167347,-5441200.89550062,17786.6183353191,255759.160905532,2867.74957641913,19486.3013630685,9290.52274846431,117968.946546974,7273.43842130776,231.687653910582,10477.6373373415,25.2268117955759,89067.5603268983,27266.6069359991,66741.7119628185,2299760.06427432,506692.109302535,-22566.2682334211,-22.1437823913193,5406.2191243264,28653.9064149072,-336207.452566379,864.455337696794,-1859.70874621155,-32183.0460395249,"2019-10-28 00:00:00 UTC",42938.6956692686,58508.3719158876,50345.6505486959,20471.8661938072,396366.381233133
"2","","2021-09-20 00:00:00 UTC","",-20695.9947204161,-349.861396101822,1.79070725436992,-22122.736974117,-876.827209758758,4.25683990036558,5.77824549242062,7563.81281551386,-1279.97524669208,4281656.01727481,-9785640.15394312,9492.7872248847,77067.2770150209,21.0739322629752,142073.565461091,3154.34274006629,98.1261264112716,95942.3681911653,2724.71296960689,-4470.6279012379,35539.4427099704,91755.0443370196,-46.3988307576506,66689.0233814111,-187085.157687908,38223.0394643341,12241.6328145392,79726.2051398929,13933198.4257598,0.104367633716312,-574737.834785052,10178.9147301596,42357.1813581765,-13073.1009255024,-8390508.62344113,16978.2077763724,3789.12023146062,170111.83198925,119408.223741257,98844.3937505217,97860.2952923928,35643914.2921437,7424.84325097797,-83826.6646450173,14412967.0835177,21029.1230028258,4689.81617950103,92860.3081107032,-43429.1111030644,-20444.7976250311,29308.9817211279,-97.9249380605314,1586259.68245839,40017.9671043913,7.46317264291319,18734.3620071733,2659.22796719341,823.402055372398,25375.0648685388,7114.36631897899,100.559032728831,14553513.7262092,1659.57032627657,15912.1295547419,88485.2307955112,1147.06576580975,907125.829883498,1596564.22964775,0.37377469617958,72422.5109359257,34316.922082142,100167.023830806,90444.6602648775,322222.004917748,17.1861874193548,32450818.9211922,4464.86635733096,72569.8711426105,46075.5934718155,18803.0352575978,0.902571574654429,28247.7757701017,64887.4775398326,78116.4003203961,87974.1141560682,-36957067.6581251,5236.52694855079,-406.821371994927,48174.2284201716,1.40890552457442,46181.6628601844,81.1359878592808,215360.780377762,88.9917580483039,-2.14820578256533,38167.4287720686,135302.128583771,66475.3456975049,0.118370838710022,1933535.26132881,19682.2528654929,1770050.1299478,-513.469035570735,-742757.992763489,11737.3707561569,155425.833014448,37163.2490789833,32860.2184127513,1826.12228348703,-27117.8346077045,1121.87028623367,353.991455790018,-9045.19736544513,9.56612239246293,159542.95206771,40530.1575400989,54533.3103382157,15938035.8015894,-119360.031252856,52570.8191218972,50.6297932296437,5567.07100062003,226390.342599316,504554.560479535,662.829492655507,-6560.44952409252,-21105.9132533935,"2021-11-22 00:00:00 UTC",50446.8298581682,-3392.4710258335,46408.5717308291,40625.6461684011,34105.4674360885
"3","","2021-04-19 00:00:00 UTC","",64149.1494338851,443.942195273024,0.553940587766471,18709.4325670041,-19958.3090772395,28.7594871516165,-4.57763519467317,24745.1717737841,7481.4880708932,5410951.2100969,23881000.9453789,4681.18268525973,41165.6131462907,-81.3182966547114,88922.1916769159,2153.49589011121,95.1953340711837,-22921.4722465448,11818.3764621809,-2514.38190096497,4693.92546758579,83189.5328986178,-22.7252461713179,83840.8964413737,232701.357840671,-9357.13436520159,2154.82708021119,152434.537123662,13701771.7458519,0.307433547317978,163992.726020884,191739.587253584,17570.7613491991,28360.184626272,8713348.48547466,5201.13440315246,13125.4569123135,42913.3442169642,49371.5284661611,-164440.464682852,54900.2426995047,23397291.5794003,-20641.6826637956,-159987.161552626,-3205216.83382103,40368.7080568151,-1128.74522830408,-112148.929071819,3972.95693414674,59849.3837498303,22997.7467321181,-1391.62531980364,-2448308.38643068,48938.2433393679,4.93334412806124,19089.7120670387,-8716.75234185666,-660.539932946882,9403.36116139254,15673.4059019297,87.8757142972912,15997840.9899687,1299.6249508695,12734.3452556231,93742.0766571273,148.940329863651,-642211.398252051,5198175.13036257,0.544348668312094,-31534.7318874592,27524.1922686612,214617.929023487,154595.620940661,241870.368310074,17.1733851430537,24865068.0185724,8378.32990549409,106254.080652578,22398.8121876507,9654.43756176707,0.610395222039997,28569.0078343446,87752.7884711978,29848.4209298379,-26384.0226991367,-5827230.41325176,19034.8773267835,8314.36314855516,24444.1915687535,4.07908446291228,50249.3206699984,72.7294876369565,120558.489886503,95.082791187756,-30.2041020164782,18419.2698483311,505487.169539819,100710.675579007,0.1047998141258,1513812.00465763,10503.4565070214,2612918.52340576,-644.39195601965,2066011.40802175,-1619.06241144198,223777.603963286,-13771.3907022199,29348.9079513759,9272.39964997589,200421.706479596,15113.4059011679,-412.707220279355,8668.94946929285,10.5029328841371,27359.918516388,-351.253532232444,21375.625634488,30075833.9117399,-18765.3127339589,-49325.4666607754,7.13589988899543,4208.37928243771,-145731.609841813,431737.424696893,879.524702787073,6151.61969758023,69216.2972873288,"2021-04-05 00:00:00 UTC",-4245.54014991315,9400.29942371292,30194.859618693,24703.165326654,280613.181041101
"4","","2022-07-11 00:00:00 UTC","",48982.6973944009,933.906441866065,6.24933173973189,12558.7906245731,21250.3552310898,22.5468814005936,-2.65990558594306,29542.4566998217,8633.91845830188,17324514.0384572,16091219.8985454,1440.64802335595,34233.898438398,-27.8490420862843,-127984.778149327,4188.5833431085,85.915592851994,35309.9645999468,14617.0377431627,-174.50945317178,20425.1846341844,155174.547014907,19.4392110945192,-2024.44229829581,140305.712192341,45943.3056777481,1293.91552750086,-22172.3297665047,17745022.5765397,0.194681733964754,297913.164349474,18282.1930890796,11513.7052761824,-1607.14083708884,855865.955277247,11747.498077583,8436.93442744648,11644.7991732353,126707.238191521,-15122.330794386,182683.199992606,15727692.5021907,13826.9581533721,-50974.9258624971,12169715.4328792,103443.382422765,-865.386686875674,195730.380074352,9018.18844905197,-32261.4736866227,49826.2028928533,-33.2858072294491,924053.270932975,41643.9533851697,3.56666928769326,-19224.4420544104,73.2238599167895,-370.301099291389,11861.0157661655,23206.3312383851,122.451201948581,14149294.5197773,231.134913526948,552.290630699976,133400.761103841,1017.4824188101,1774177.15318212,14903505.7521616,0.267715339994115,50156.4627767082,26135.707169287,226445.273259039,8824.11513683928,214435.45183942,1.2519879012092,27999290.0077559,12416.768930359,121474.654338408,-501.910790021713,10574.9666568148,0.172991209323034,61382.1795993305,42132.8757356162,-56602.6431811065,17082.8393119318,589179.119425785,9535.1801885809,10705.6914737632,19671.7906917041,0.921118420425165,62888.3852211315,71.6735033615889,-46273.3709879009,70.6523057935078,4.07044603008936,16002.1544886448,646052.268585782,13781.3684126234,0.152040253528682,2554078.78773802,-2850.25054822513,1116404.26231103,20078.806099465,7103390.92012613,12105.5392849549,200243.417065415,11402.4407407675,20993.6376320736,12154.3670547988,120963.054476106,26601.2492667495,262.419379355692,17265.3170808272,34.4043531575236,130348.54651147,-1358.0211550397,1435.31508621069,21084724.9677996,-597136.161337592,-20704.7790337459,-9.20615914607961,3627.12561739574,368120.426258407,-402785.382714617,163.981903706741,38.2544009402164,56192.603496494,"2022-03-14 00:00:00 UTC",20124.5882999686,84315.6164208617,23666.2712337281,9957.23776935216,758466.252303621
"5","","2019-07-15 00:00:00 UTC","",49530.8103097154,163.415442104443,3.56583568513653,-1267.87866687997,51909.4823348256,30.4190554188252,-1.53064795504681,34556.5174080618,3090.39595700084,29920444.3670982,2557570.33562038,-2496.03505147191,77939.9125948726,-39.1725143339683,-4684.70659269995,2804.49384363473,96.7650607836079,52956.2862642072,7863.66147317378,-21.4156568296299,-7070.90288580061,134680.524455931,-10.7579135586142,4952.42921540556,40690.5108651811,-96741.0652755721,-15943.8853220605,173368.482022603,18234588.4126568,0.471244572364644,814050.966377955,-139853.156806204,-6873.88799898823,28529.3670371467,-6405808.55564178,23579.9186775635,5102.35186320594,62967.8320868462,178159.39123366,40179.6400909707,60575.1166952159,22682287.6949713,42217.2711234233,-201981.065170305,4555241.82641458,161383.366051218,1655.51794866306,16930.4643269124,-10027.1950651895,-39599.6222006236,8648.25571820497,-301.876423208285,-5205113.191688,82414.1879879087,8.12729838002728,465.582225008995,6418.9469436671,-345.196047438181,-8389.8364472518,36120.2229295616,97.4090741161686,9052432.90479052,-756.612404265051,7374.25078415745,236671.802236715,-78.6048390833863,-638571.188008061,11156959.47911,0.627680476174517,20016.7240403404,15381.7030752634,458105.341315522,103783.720477191,896167.062504556,14.7958258726667,32233927.8726595,12997.2583737249,25318.2153650547,31723.2431521456,11232.6602631563,0.864232339063715,67508.5833582313,192572.803493185,15192.5186732132,89680.7889517246,21612813.8980891,-4215.54566652504,6891.80830936679,62715.4239674343,4.37781998064021,25899.2956445512,72.47067402227,161956.49508969,80.1619329725106,-8.8602640310821,-7963.95783084453,180189.913425322,80639.2993784183,0.0721452346629297,1338121.32580477,12804.4996543806,2583762.48782584,12433.6978077893,-2684205.61867673,-13195.321338483,204255.877361642,58393.5045731074,38596.9931761669,2217.72761910712,20164.1126536086,19348.8169090814,-72.9583362061265,20721.7137226112,-4.22264764883983,36343.2636678906,34298.9760933301,16891.9208398595,33168605.8850064,1502990.98922471,23920.5764987674,-7.49808140664367,3269.81498180688,-118266.554120488,308498.295801005,98.3179221650669,3994.54918390814,-67821.6453715033,"2021-12-27 00:00:00 UTC",54340.5800623067,40745.1941223443,38150.5802451244,33527.4789422977,75678.1277350438
"6","","2021-01-11 00:00:00 UTC","",22764.2866971122,19.9438274629309,2.8350984348477,12871.7275693671,24127.0022790842,-9.96005586895024,4.83932755912622,46373.5631414896,5403.48716057699,10841097.0934095,27471484.623187,283.062500021888,80400.7806956868,33.0206321373439,127665.842102373,3580.21722721813,119.328628907817,-16997.9474195658,12739.0596126405,5715.10649917341,30212.8650308991,148032.944594515,-56.5798612248764,-59702.4668938738,261383.746013255,24463.2508662085,20056.8955510158,71105.9852844773,18240115.9263421,0.501360369257396,-121753.830054346,30937.3115802001,21904.3875683943,-16625.9211836631,24295963.0339035,3690.66517887135,4582.1228247828,34593.2856772271,182125.62770528,194843.79925292,-79612.0065366211,30874479.7299448,49061.3340268345,131178.110875747,9285411.72123197,-90020.1392755466,2420.6433328437,812244.043732459,13944.1968671207,42150.215334036,-9905.12972902667,-17.7284350151929,-2666361.2281818,39767.346453805,3.48298131037922,43484.1856653112,-3665.37353087087,126.526646609214,13152.2360168345,2656.50914820929,110.72213936044,9160539.13123913,3457.31666558369,13056.7774039835,168664.919088358,168.856823634148,2411701.92025395,2596277.04441301,0.623618134979508,28889.4527548142,16539.9957209411,576397.056311816,-39233.6918943179,668939.897018079,15.4869721509056,-1175716.0337085,-10813.2144592898,-9876.58928879775,12901.910084579,24870.5632805813,1.58339352121004,-17032.9792840875,28175.6999187683,39296.4128849927,46248.2508475875,14008374.7610013,5874.7340797865,13451.1362040922,37328.7852930428,-0.0821005556608188,73456.0873538967,66.321341599252,261918.003140636,100.665404932406,-14.0740156857564,25721.2013270069,561342.285927071,-98819.1035880577,0.157555722636389,940941.938094619,12895.5977348883,1829219.40441771,12536.5444589206,560378.652803332,643.604660221171,220613.837781398,38732.5586808163,23573.4530210441,8562.8189878868,81547.1045956246,10092.2854103593,763.062183981747,62096.0767668891,29.6967541980733,29458.6880976023,58006.3368402638,15688.0577659528,20473938.7829463,1962276.15794978,48698.5615537145,3.65885707395491,2319.81741610615,420083.702057366,373079.787067649,758.226293592244,-4734.77861870105,3172.88392288146,"2019-11-18 00:00:00 UTC",8223.92377850027,40680.0471813908,32671.7366147645,34550.5821357778,640417.558463384
"7","","2021-12-20 00:00:00 UTC","",49838.5977781019,220.539133280151,0.980951361202453,8199.9038457479,20631.4177834664,29.718157249923,3.75490272700108,-13988.2238425244,4652.89219858344,4006807.41796575,10753260.1983868,16261.0170138901,86125.7800463827,-28.9547252583109,-69684.5055054546,4261.15197504204,94.687693535491,38271.4789209186,6896.29719590395,975.694678500257,9893.72618585804,161403.165297115,1.31175094119743,99987.2536001744,130345.505884129,-131530.071124102,1977.35505114673,89561.5958799947,8365092.28739817,0.285589669867916,213601.329314549,-161162.375168582,10537.8392085276,-8102.71299252931,24513604.4679488,334.653317775663,14491.9407623434,53685.215554692,159236.92691064,48912.4526925401,37063.0531074787,42686.9351848448,47149.9723714406,191767.051050716,-1573046.32338287,-32795.0790264508,5421.46105603111,475634.257854222,7328.4594517927,141438.570919151,34736.5331481395,-404.898090998625,2582206.92248303,-554.097556151792,2.89431280677613,11995.2954284558,-13909.7438119678,18.0860505109601,2009.47814933485,12019.7660656913,105.38650675926,10720520.5051017,1990.009626197,14167.9209187484,106323.942697353,1605.84545442834,2657394.05337202,8668224.59034544,0.550876620553526,81577.2240943752,44890.8727179535,145811.426184784,16246.6064850936,285681.184994862,7.45256381428758,5488171.35679756,17885.9307894227,48966.6563602508,27055.6970492426,17085.2665969665,0.971741076212096,51159.9071787978,146537.227454841,-19546.6725046324,-65720.1587339396,-29402155.3197805,-2214.33045075248,9102.6815518897,44499.1482697894,-3.27808424813515,58335.2631723831,76.971509440613,391913.824642463,97.2213277391528,6.29281387622548,-13095.6010755285,537084.143175021,-51870.6828882442,0.133924585013102,830779.710162587,8666.61799135981,2696917.93714059,-103.005457292154,6333889.91214513,-27771.4408964768,285622.958017359,8396.03606069638,22511.9189075985,4902.74448382934,6359.20463384724,5498.21158987202,875.646404095066,65543.8384849139,15.0336884938908,225502.737315128,29900.0136474607,-24253.2846476524,-728824.832216892,1353260.80368742,31017.9835861078,8.71090186103939,3075.66924607404,105491.747451168,520898.850504055,144.024906719748,8960.81974376613,-3052.88224092529,"2020-10-05 00:00:00 UTC",7513.00517826413,72730.4808892655,29511.9171814951,18987.8436432727,137740.402015877
"8","","2022-03-14 00:00:00 UTC","",89274.4137432963,-16.437687228203,0.887878535971881,6836.85517397786,38844.8096362753,38.3793891530435,8.45625645634875,38295.9965350353,-2905.26184656464,21761846.4460481,-33647799.3300881,20879.0366334837,71609.8994492416,-30.5964832715374,90025.8467125115,4204.17146805884,99.7557099369866,-14075.0510012298,14139.2212659848,-4624.9825318015,26534.428136721,94587.1791510011,-34.9736116653118,41083.0468050142,-167319.391174016,8579.67181979486,-3933.58766535482,183841.036053006,16030946.0055856,0.273193082181861,25423.9392920369,-68330.2196774575,21304.004613645,23793.5750280544,-10053479.2348854,23082.7239417539,5773.07357858823,189867.668199068,-18101.995637903,8415.23629123683,150518.724748012,-8706962.637181,35560.0612394594,152180.457493228,17435490.6618991,82568.1134799979,5646.34044494827,-145690.365078313,6441.70642447506,172525.134005864,21766.1651115578,-553.190555497331,-1914097.72580027,36787.2226442036,6.68272491909186,12002.4763302822,-1587.10885692596,1303.24999473766,26787.9080004025,42678.1246580212,87.407789224252,8369662.06586593,7825.42810307531,35022.9693880253,227495.249265791,1459.53430707584,1808526.98987535,-9816520.49555411,0.340998218303793,27427.7528054942,7692.71038679542,383935.632105083,92340.3666341542,907824.190309067,5.30552387018724,10767561.6182595,6461.76493904708,36600.8806584124,8096.48285128808,12926.1668889055,1.5385962811888,19203.7570240344,104926.890483932,-33949.1235113182,104919.146783361,21647523.6996827,21813.2043257027,12963.6320129615,-2659.97531548244,6.34019878735899,104704.448917509,73.2453787222342,378291.194460526,122.783778984938,-2.15862798741051,18361.4667529628,529029.804416169,86026.3949890405,0.09234305642385,1616945.43751113,19594.3097676851,1453129.62231004,-14508.1085178615,-8190010.15632973,24211.4772167869,199913.154815695,59126.49919104,29702.9137949687,-5545.83200527708,17023.9455450108,20660.8164652832,-832.813395777322,6020.97073364854,14.9442538870202,109976.143464315,10156.0088889077,-29443.5526203301,18541074.5123191,1313073.44992058,56784.2093036519,-0.560514336844818,3216.44422284727,444749.777395806,648702.280246739,-212.948452999844,1919.6429558212,-8196.68993387178,"2020-07-27 00:00:00 UTC",49966.4553129215,4089.87422512712,613.301238555872,30073.2161563294,695124.489990121
"9","","2021-12-13 00:00:00 UTC","",-4647.78323052791,-256.067021401823,-0.734335552094938,-23.5415166867924,23743.0763879131,11.4028252504223,5.44323202460264,14141.9351348083,3200.40155395619,-15059419.8266068,24352159.0373725,9837.94110332687,65209.2940728811,-23.2809917487002,209157.158243031,2744.39331161201,110.22642748262,73809.075121772,8254.72785569128,9196.39262892586,651.463407388845,211189.163057363,-18.6352535564067,-64183.1131857599,255991.411001296,19791.9012723484,4048.9284483708,38490.0029600244,25486397.4304564,0.0403656227774542,294989.687838693,46799.9922403029,10895.1402744919,11273.1340040563,-8693197.14476669,-2055.84593072494,14057.9675194855,199983.195740784,-132397.83950558,20146.2369399856,218684.580372988,-6714684.6879454,63527.6351186299,225856.464712126,-1978527.55915065,22189.0879454949,3298.64387739185,83963.039778571,13048.065132283,37546.7972115488,17182.0765699458,981.556791877381,1491593.64970184,51909.7918948977,-0.692454359178836,24102.4596644427,-10300.5498570802,458.23966936298,11984.9551570746,34940.657164098,72.6596174208494,3353179.89475563,2644.1226016043,19786.0736140401,169814.947825176,905.444772080935,1283922.12423529,6449988.83653227,0.705686034360539,30288.4293787111,15400.2856780444,201895.705923398,102159.48246951,681282.249228164,11.8419116302248,4428801.90824348,15294.663426287,-19018.5113831087,11820.3988525877,26281.4720518603,1.14658076878801,41806.366351764,68014.8411391869,-40900.3227962356,151114.432731777,43393113.558039,16837.453786056,-6961.24335943438,36824.4113889123,-1.51815049957926,26529.407144914,76.9488968770363,224418.508197446,92.5901292645641,6.05223286301008,26932.1979883369,551958.792099746,34887.3140577391,0.0356011117844168,1072281.08875412,5080.00248884716,1201981.09174752,5676.36812438212,4093507.8606694,19609.3103433922,205620.569445009,46851.1215538082,27611.5227772928,-13147.7564254977,15839.0083078853,21246.4926270661,75.0638725123227,47722.8564411492,26.4756864469802,95163.0328010755,13621.7459437483,-17734.9751694491,30991095.9535593,-54950.8500404709,92228.7483869762,0.665981741062309,3533.02813468559,254259.112210134,-111698.268844107,1088.29370972301,3255.59607671026,22775.2119681768,"2022-03-07 00:00:00 UTC",45729.417396988,11626.0161831947,10120.2321474611,29958.6985471941,419959.279146456
"10","","2020-03-23 00:00:00 UTC","",62612.3420996332,-21.1460701623705,-0.718457121160793,12428.5134065298,10166.8881938088,17.6554421035875,-3.82543159879903,-1281.17198779703,1283.52121034714,105340495.541115,66200840.9987437,5085.8879062426,69060.2859667976,-40.464419562938,7585.12424972415,2352.1922644296,93.2306720668267,63681.9044212595,13341.872014852,1901.41667244725,229.222943449273,126835.055828683,-14.7786062383383,-88153.0637116443,-131662.976607008,-37030.3066238848,21235.705468887,70350.5154664291,18919952.5190967,0.0450249888176717,350149.983253721,-34346.8259509677,24171.2762237258,32401.8887800459,23911196.3415121,-1326.37270408186,21239.1075901716,73404.8276006363,223365.422627681,36339.2085061749,77169.5719575516,30114552.024166,37754.463612718,235995.956588765,8908356.98001334,75879.8435838846,-569.609139654629,325727.390023595,4786.24526324885,-79985.4658905904,51437.2123218442,1228.97900344781,5879866.79495405,35671.3085701325,3.16713044108261,33266.0681229579,3903.03621357594,992.617137742313,722.459868191284,-1306.61800213321,79.8692875441598,938144.79134582,3790.88720059145,25525.6567568122,150642.671009006,544.325678502739,2183053.38639104,-324179.539573228,0.701484932855844,10643.9571389817,23110.3733117266,194970.269030515,36949.873556715,854293.041425114,13.4392255031815,-8736966.06714832,2753.86644331428,35689.8396129451,38318.995120355,21168.9183283102,0.765265239375493,15864.4672915334,44538.3032638731,-16007.5451673849,125714.996082961,45765126.0668346,4194.25410363192,6523.52173113627,30783.0621665141,0.928339278969582,8156.40950709127,77.8191513836582,323765.140651823,103.247588579113,-6.06451765802134,88592.6534010948,295595.475466123,88550.529503068,0.0777635289252734,1750348.40955224,6331.60400401293,3834995.74831872,-1663.56824777426,-2361170.65888503,27084.9292512067,256218.785982229,-16984.9935189509,30952.2965570875,8204.2966548768,149374.678789148,3807.16437072133,271.769731472235,19042.4932183125,22.7251225273796,235908.203759481,12877.5959115918,-63313.7593369505,40882261.6193398,1162545.73830227,-963.678405309685,-13.3337682765444,3943.048308582,184577.455284334,142693.690753301,866.866265177369,-4569.57531770586,66410.5990656537,"2021-06-28 00:00:00 UTC",305.240135489788,87267.5008648991,36242.780488151,48335.7882471958,325147.279144682
